Country,categories,2016,2017,2018,2019,2020
AT,Expenditure on general public services,6.4027,5.9543,5.8525,5.6917,6.1782
AT,Expenditure on health,8.172,8.1873,8.2442,8.3026,9.2031
AT,Expenditure on hospital services,4.6567,4.6551,4.6773,4.6838,5.1255
AT,Expenditure on housing,0.1112,0.1059,0.102,0.0937,0.0994
AT,Expenditure on housing & community amenities,0.3428,0.3196,0.3257,0.2978,0.2725
AT,Expenditure on housing development,0.2053,0.1856,0.1895,0.1633,0.1384
AT,Expenditure on law courts,0.2849,0.2836,0.2763,0.2706,0.2853
AT,"Expenditure on medical products, appliances, & equip",1.0937,1.1058,1.107,1.1066,1.2202
AT,Expenditure on military defense,0.5401,0.5551,0.544,0.5663,0.5832
AT,"Expenditure on mining, manufacturing, & construction",0.0097,0.0099,0.0098,0.0099,0.0104
AT,Expenditure on old age,12.6635,12.5855,12.4012,12.5475,13.908
AT,Expenditure on outpatient services,1.4664,1.476,1.5074,1.5516,1.6411
AT,Expenditure on police services,0.6802,0.6927,0.6873,0.6796,0.7261
AT,Expenditure on pollution abatement,0.1279,0.1392,0.148,0.1638,0.1771
AT,Expenditure on post-secondary non-tertiary education,0.0114,0.0111,0.0105,0.0098,0.0095
AT,Expenditure on pre-primary & primary education,1.4349,1.4468,1.4404,1.4539,1.5672
AT,Expenditure on prisons,0.132,0.1395,0.1388,0.1359,0.1533
AT,Expenditure on public health services,0.1831,0.1819,0.1848,0.1848,0.382
AT,Expenditure on public order & safety,1.3438,1.3644,1.3562,1.3329,1.4302
AT,"Expenditure on recreation, culture, & religion",1.2035,1.1886,1.1609,1.1571,1.1957
AT,Expenditure on recreational & sporting services,0.2769,0.2747,0.2797,0.2741,0.2918
AT,Expenditure on religious & community services,0.049,0.0478,0.0462,0.0489,0.0609
AT,Expenditure on secondary education,2.1307,2.1105,2.0634,2.0305,2.1061
AT,Expenditure on sickness  & disability,1.874,1.8182,1.7734,1.7696,1.8635
AT,Expenditure on social protection,20.9928,20.5978,20.1663,20.1477,22.9066
AT,Expenditure on street lighting,0.0558,0.0543,0.0531,0.0549,0.0539
AT,Expenditure on subsidiary services to education,0.2218,0.2131,0.205,0.2093,0.2245
AT,Expenditure on survivors,1.419,1.3823,1.3506,1.3373,1.4428
AT,Expenditure on tertiary education,0.7416,0.7235,0.7352,0.7455,0.799
AT,Expenditure on transport,2.8537,2.8546,2.8358,2.7871,3.0713
AT,Expenditure on unemployment,1.3818,1.3029,1.2179,1.19,1.9134
AT,Expenditure on waste management,0.0486,0.047,0.0477,0.0479,0.0511
AT,Expenditure on waste water management,0.0979,0.0832,0.088,0.0939,0.0769
AT,Expenditure on water supply,0.0248,0.02,0.0214,0.019,0.0147
AU,Expenditure,36.4922,35.8481,35.8047,35.9099,42.3064
AU,"Expenditure on agriculture, fishing, forestry, & hunting",0.2457,0.2325,0.2253,0.2309,0.2471
AU,Expenditure on biodiversity & landscape protection,0.1563,0.157,0.161,0.1618,0.1383
AU,Expenditure on broadcasting & publishing ,0.0978,0.0781,0.0862,0.0797,0.0838
AU,Expenditure on civil defense,,,,,
AU,Expenditure on communication,0.0071,-0.1156,0.0364,0.0192,0.0334
AU,Expenditure on community development,0.1845,0.1822,0.2117,0.2517,0.2666
AU,Expenditure on cultural services,0.2632,0.271,0.3009,0.2819,0.2895
AU,Expenditure on defense,1.8591,1.8659,1.8814,1.9419,2.2206
AU,Expenditure on economic affairs,3.9563,3.9494,4.2747,4.2937,7.1443
AU,"Expenditure on economic, commercial, & labour affairs",0.3971,0.3568,0.3884,0.3788,3.012
AU,Expenditure on education,5.4186,5.3075,5.3934,5.4837,6.1029
AU,Expenditure on education not definable by level,0.1146,0.1403,0.1542,0.1476,0.1664
AU,Expenditure on environment protection,0.7688,0.7808,0.8178,0.8105,0.8941
AU,Expenditure on family & children,2.4019,2.2613,2.1908,2.1485,2.3274
AU,Expenditure on fire protection services,0.2235,0.208,0.2138,0.2363,0.2741
AU,Expenditure on foreign military aid,,,,,
AU,Expenditure on fuel & energy,0.4737,0.474,0.4795,0.4761,0.5179
AU,Expenditure on general public services,4.2495,4.0731,3.8052,3.7203,3.8511
AU,Expenditure on health,6.9502,7.1224,6.9963,6.9515,7.5657
AU,Expenditure on hospital services,2.488,2.6205,2.507,2.4602,2.6992
AU,Expenditure on housing,0.2305,0.2335,0.2311,0.2113,0.1846
AU,Expenditure on housing & community amenities,0.4841,0.4639,0.4853,0.537,0.5871
AU,Expenditure on housing development,0.051,0.049,0.0482,0.043,0.0661
AU,Expenditure on law courts,0.3522,0.351,0.368,0.3919,0.4061
AU,"Expenditure on medical products, appliances, & equip",0.7793,0.8229,0.7571,0.7446,0.8056
AU,Expenditure on military defense,,,,,
AU,"Expenditure on mining, manufacturing, & construction",0.2398,0.2255,0.1816,0.1747,0.1946
AU,Expenditure on old age,4.2567,4.0468,3.787,3.8514,4.2352
AU,Expenditure on outpatient services,0.6215,0.6192,0.6058,0.6275,0.6897
AU,Expenditure on police services,0.6116,0.6168,0.6024,0.6094,0.6741
AU,Expenditure on pollution abatement,0.156,0.1933,0.2094,0.207,0.2469
AU,Expenditure on post-secondary non-tertiary education,0.4112,0.3673,0.389,0.3901,0.516
AU,Expenditure on pre-primary & primary education,1.5042,1.5032,1.5368,1.5801,1.7406
AU,Expenditure on prisons,0.2682,0.2854,0.3304,0.3113,0.3472
AU,Expenditure on public health services,0.2387,0.2957,0.3124,0.3068,0.3361
AU,Expenditure on public order & safety,1.7461,1.7405,1.8153,1.8529,2.0181
AU,"Expenditure on recreation, culture, & religion",0.8303,0.7919,0.8588,0.8269,0.8803
AU,Expenditure on recreational & sporting services,0.4136,0.4004,0.4317,0.4184,0.4545
AU,Expenditure on religious & community services,0.0,0.0,0.0,0.0,0.0
AU,Expenditure on secondary education,1.2261,1.2212,1.2307,1.2149,1.361
AU,Expenditure on sickness  & disability,1.9633,1.9355,2.0688,2.1325,2.5304
AU,Expenditure on social protection,10.2292,9.7524,9.4765,9.4915,11.0423
AU,Expenditure on street lighting,0.0,0.0,0.0002,0.0009,0.0003
AU,Expenditure on subsidiary services to education,0.0911,0.0855,0.0824,0.095,0.0978
AU,Expenditure on survivors,0.0004,-0.0002,0.0001,-0.0003,0.0072
AU,Expenditure on tertiary education,1.5953,1.5493,1.5853,1.6371,1.7282
AU,Expenditure on transport,2.2826,2.4848,2.6736,2.7015,2.8256
AU,Expenditure on unemployment,0.6623,0.6159,0.5755,0.535,1.0299
AU,Expenditure on waste management,0.1379,0.144,0.1395,0.1456,0.1672
AU,Expenditure on waste water management,0.0382,0.0405,0.0423,0.0381,0.0397
AU,Expenditure on water supply,0.1456,0.146,0.1383,0.145,0.1589
AZ,Expenditure,32.7801,33.4821,30.2601,32.3938,
AZ,"Expenditure on agriculture, fishing, forestry, & hunting",1.0041,0.8296,1.0485,1.0627,
AZ,Expenditure on biodiversity & landscape protection,0.0391,0.0212,0.0207,0.0171,
AZ,Expenditure on broadcasting & publishing ,0.1158,0.0843,0.0759,0.0775,
AZ,Expenditure on civil defense,0.0,0.0,0.0,0.0,
AZ,Expenditure on communication,0.006,0.0018,0.0705,0.0617,
AZ,Expenditure on community development,0.4382,0.3261,0.3558,0.3015,
AZ,Expenditure on cultural services,0.1921,0.1472,0.1405,0.1512,
AZ,Expenditure on defense,3.4494,3.5721,3.3623,3.6683,
AZ,Expenditure on economic affairs,8.8023,13.1622,9.7384,9.5004,
AZ,"Expenditure on economic, commercial, & labour affairs",0.5513,1.1138,1.7052,0.4655,
AZ,Expenditure on education,3.0964,2.6185,2.5583,2.7836,
AZ,Expenditure on education not definable by level,0.0056,0.0051,0.0032,0.0021,
AZ,Expenditure on environment protection,0.0394,0.0216,0.021,0.0172,
AZ,Expenditure on family & children,0.472,0.3934,0.211,0.2822,
AZ,Expenditure on fire protection services,0.0,0.0,0.0,0.0,
AZ,Expenditure on foreign military aid,0.0,0.0,0.0,0.0,
AZ,Expenditure on fuel & energy,1.914,1.0811,0.0637,0.0297,
AZ,Expenditure on general public services,4.3515,3.7497,4.8515,5.9446,
AZ,Expenditure on health,1.2065,1.0406,0.9177,1.1045,
AZ,Expenditure on hospital services,0.6022,0.4865,0.4376,0.469,
AZ,Expenditure on housing,0.0,0.0,0.0,0.0,
AZ,Expenditure on housing & community amenities,0.7879,0.4278,0.5544,0.4214,
AZ,Expenditure on housing development,0.1913,0.0638,0.1146,0.0636,
AZ,Expenditure on law courts,0.185,0.1614,0.1481,0.1633,
AZ,"Expenditure on medical products, appliances, & equip",0.0,0.0,0.0,0.0,
AZ,Expenditure on military defense,3.4408,1.781,1.632,1.7935,
AZ,"Expenditure on mining, manufacturing, & construction",0.1043,0.1194,0.0,0.0002,
AZ,Expenditure on old age,5.0585,4.6961,4.4172,4.5993,
AZ,Expenditure on outpatient services,0.1825,0.1544,0.132,0.1442,
AZ,Expenditure on police services,1.524,1.3456,1.3249,1.4517,
AZ,Expenditure on pollution abatement,0.0,0.0,0.0,0.0,
AZ,Expenditure on post-secondary non-tertiary education,0.0,0.0,0.0,0.0,
AZ,Expenditure on pre-primary & primary education,0.2707,0.2216,0.2148,0.2663,
AZ,Expenditure on prisons,0.0,0.0,0.0,0.0,
AZ,Expenditure on public health services,0.0109,0.0098,0.0086,0.0089,
AZ,Expenditure on public order & safety,2.1173,1.8991,1.8923,2.0928,
AZ,"Expenditure on recreation, culture, & religion",1.1545,0.3751,0.3906,0.4281,
AZ,Expenditure on recreational & sporting services,0.7406,0.055,0.0905,0.0817,
AZ,Expenditure on religious & community services,0.0,0.0007,0.0006,0.0004,
AZ,Expenditure on secondary education,1.8443,1.4767,1.4495,1.6642,
AZ,Expenditure on sickness  & disability,0.0844,0.0773,0.0365,0.0397,
AZ,Expenditure on social protection,7.7749,6.6153,5.9737,6.4328,
AZ,Expenditure on street lighting,0.0258,0.0243,0.0221,0.0236,
AZ,Expenditure on subsidiary services to education,0.0,0.0,0.0,0.0,
AZ,Expenditure on survivors,0.0005,0.0004,0.0002,0.0002,
AZ,Expenditure on tertiary education,0.4306,0.3462,0.3064,0.3363,
AZ,Expenditure on transport,0.7083,0.616,0.3782,0.1725,
AZ,Expenditure on unemployment,0.028,0.3863,0.0025,0.0034,
AZ,Expenditure on waste management,0.0,0.0,0.0,0.0,
AZ,Expenditure on waste water management,0.0,0.0,0.0,0.0,
AZ,Expenditure on water supply,0.1274,0.0128,0.0395,0.0056,
BA,Expenditure,41.4613,40.0407,,,
BA,"Expenditure on agriculture, fishing, forestry, & hunting",,,,,
BA,Expenditure on biodiversity & landscape protection,,,,,
BA,Expenditure on broadcasting & publishing ,,,,,
BA,Expenditure on civil defense,,,,,
BA,Expenditure on communication,,,,,
BA,Expenditure on community development,,,,,
BA,Expenditure on cultural services,,,,,
BA,Expenditure on defense,,,,,
BA,Expenditure on economic affairs,,,,,
BA,"Expenditure on economic, commercial, & labour affairs",,,,,
BA,Expenditure on education,,,,,
BA,Expenditure on education not definable by level,,,,,
BA,Expenditure on environment protection,,,,,
BA,Expenditure on family & children,,,,,
BA,Expenditure on fire protection services,,,,,
BA,Expenditure on foreign military aid,,,,,
BA,Expenditure on fuel & energy,,,,,
BA,Expenditure on general public services,,,,,
BA,Expenditure on health,,,,,
BA,Expenditure on hospital services,,,,,
BA,Expenditure on housing,,,,,
BA,Expenditure on housing & community amenities,,,,,
BA,Expenditure on housing development,,,,,
BA,Expenditure on law courts,,,,,
BA,"Expenditure on medical products, appliances, & equip",,,,,
BA,Expenditure on military defense,,,,,
BA,"Expenditure on mining, manufacturing, & construction",,,,,
BA,Expenditure on old age,,,,,
BA,Expenditure on outpatient services,,,,,
BA,Expenditure on police services,,,,,
BA,Expenditure on pollution abatement,,,,,
BA,Expenditure on post-secondary non-tertiary education,,,,,
BA,Expenditure on pre-primary & primary education,,,,,
BA,Expenditure on prisons,,,,,
BA,Expenditure on public health services,,,,,
BA,Expenditure on public order & safety,,,,,
BA,"Expenditure on recreation, culture, & religion",,,,,
BA,Expenditure on recreational & sporting services,,,,,
BA,Expenditure on religious & community services,,,,,
BA,Expenditure on secondary education,,,,,
BA,Expenditure on sickness  & disability,,,,,
BA,Expenditure on social protection,,,,,
BA,Expenditure on street lighting,,,,,
BA,Expenditure on subsidiary services to education,,,,,
BA,Expenditure on survivors,,,,,
BA,Expenditure on tertiary education,,,,,
BA,Expenditure on transport,,,,,
BA,Expenditure on unemployment,,,,,
BA,Expenditure on waste management,,,,,
BA,Expenditure on waste water management,,,,,
BA,Expenditure on water supply,,,,,
BE,Expenditure,53.1373,52.0471,52.2156,52.0553,59.9504
BE,"Expenditure on agriculture, fishing, forestry, & hunting",0.0863,0.0843,0.0771,0.0716,0.089
